ENTIDAD_RES,MUNICIPIO_RES,naci_19,tasa_nat,muer_19,tasa_mor
15,17,159,17.93772563,19,2.143501805
15,18,911,19.36937895,154,3.27429677
15,19,675,19.79414093,135,3.958828187
15,20,3184,11.4506013,1715,6.167644859
15,21,975,26.95306021,171,4.727152098
15,22,208,17.13062099,60,4.941525284
15,23,1055,27.03048937,116,2.972072765
15,24,1519,10.84542943,735,5.247788432
15,25,5861,18.89852642,1871,6.032953923
15,26,559,20.28964466,84,3.048891147
15,27,187,19.32616784,25,2.583712278
15,28,513,19.58688099,90,3.43629491
15,29,2593,14.81265674,314,1.793742467
15,30,504,22.08685744,101,4.426136115
15,31,12256,19.94619605,1814,2.952219291
15,32,937,28.00777163,118,3.52712599
15,33,22636,13.66819898,8293,5.007526688
15,34,206,21.98740527,34,3.62898922
15,35,2331,23.30463993,253,2.529418234
15,36,729,18.2871764,226,5.669275537
15,37,4133,17.06673494,612,2.527181656
15,38,213,20.66356228,41,3.977493209
15,39,7204,15.41420872,1485,3.177415317
15,40,755,22.50976417,269,8.020035181
15,41,160,24.13637049,25,3.77130789
15,42,2723,19.24626454,584,4.127733563
15,43,544,20.24939512,112,4.168993114
15,44,406,15.42084473,45,1.709206928
15,45,1560,18.62575369,402,4.79971345
15,46,376,20.92376183,43,2.392877017
15,47,1558,22.56957019,309,4.476249801
15,48,1101,17.98902033,228,3.725246716
15,49,300,23.36448598,62,4.828660436
15,50,488,20.76860876,112,4.766565945
15,51,2525,18.73159296,434,3.219608454
15,52,577,22.51795192,129,5.034342804
15,53,955,19.00875796,170,3.383757962
15,54,3167,14.78787086,2530,11.81348699
15,55,235,20.06489071,40,3.415300546
15,56,701,24.66052206,142,4.995426722
15,57,11374,13.64150452,4042,4.847807393
15,58,14881,13.39948585,4556,4.102416338
15,59,652,20.57366445,86,2.713704206
15,60,5524,15.06811201,917,2.501350238
15,61,169,18.99943789,24,2.698145025
15,62,1129,18.26713049,217,3.511042796
15,63,675,21.22441279,130,4.087664686
15,64,683,19.82813679,136,3.948208791
15,65,725,21.17901379,105,3.067305445
15,66,99,20.35361842,17,3.495065789
15,67,1604,20.5256827,232,2.968801986
15,68,555,20.39916198,100,3.675524681
15,69,70,16.87967205,14,3.37593441
15,70,4860,19.14554157,1653,6.511847781
15,71,280,21.53514844,53,4.076295954
15,72,204,16.0025102,38,2.980859743
15,73,432,19.50162514,45,2.031419285
15,74,3439,28.32877525,500,4.118751853
15,75,449,18.06768339,74,2.977747374
15,76,1738,23.94632056,226,3.113848358
15,77,126,20.08928571,21,3.348214286
15,78,231,25.35396773,26,2.853693338
15,79,221,18.73198847,43,3.64468554
15,80,557,21.58161882,138,5.346971987
15,81,5672,15.55767063,1744,4.783599714
15,82,1726,24.2835235,480,6.753239445
15,83,242,21.5955738,48,4.283419597
15,84,667,18.53447078,102,2.834356851
15,85,1451,23.14379137,315,5.024324109
15,86,743,22.60419836,132,4.015819897
15,87,2074,23.04188424,294,3.266303744
15,88,1933,21.25437073,610,6.707276846
15,89,195,18.43448667,30,2.836074872
15,90,1716,22.00987623,302,3.873532996
15,91,1676,26.55470173,203,3.216351105
15,92,990,18.67572156,136,2.565553669
15,93,555,19.86115087,84,3.006012024
15,94,332,18.11534894,102,5.565559011
15,95,1203,13.58416423,225,2.540679095
15,96,545,16.07337718,117,3.450614917
15,97,412,23.69177688,90,5.175388154
15,98,106,20.7395813,23,4.500097828
15,99,3919,16.66588703,2571,10.93340024
15,100,764,21.70516208,85,2.414841331
15,101,1535,21.71698594,276,3.904813107
15,102,293,19.0370996,66,4.288220389
15,103,743,16.10665511,195,4.227184045
15,104,7896,11.88753811,4676,7.039783206
15,105,683,20.69885141,197,5.970239719
15,106,13903,16.96395997,15561,18.98699426
15,107,231,19.09248698,60,4.959087528
15,108,2054,15.61181755,300,2.280207043
15,109,6540,13.42921326,2201,4.519525748
15,110,1352,21.94840825,374,6.071527135
15,111,1165,24.41887275,144,3.018298434
15,112,1082,24.10819723,144,3.208484659
15,113,1549,25.82053975,197,3.283825907
15,114,2541,26.92621518,309,3.274380358
15,115,1064,22.9651853,210,4.532602361
15,116,113,27.89434707,11,2.715378919
15,117,331,21.89008663,76,5.026122611
15,118,3242,19.32534171,464,2.765872472
15,119,450,27.49770852,73,4.460739383
15,120,3537,22.15512976,767,4.804349596
15,121,6208,12.13270142,2094,4.092441491
15,122,6684,18.68892337,1156,3.232255449
15,123,695,25.01709802,125,4.499478061
15,124,2807,30.72965132,364,3.984892441
15,125,219,21.43696163,23,2.251370399
16,1,197,17.93028124,65,5.916082643
16,2,391,24.11496238,53,3.268780067
16,3,437,20.89609334,120,5.738057667
16,4,256,17.43394171,123,8.376464179
16,5,229,21.2667162,56,5.200594354
16,6,2719,21.98966429,840,6.793423319
16,7,62,19.26662523,24,7.458048477
16,8,675,28.67946975,70,2.974167233
16,9,947,27.1751607,217,6.227043159
16,10,395,18.12758146,95,4.359798073
16,11,116,10.88895147,29,2.722237867
16,12,952,22.54108065,221,5.232750864
16,13,210,22.79635258,52,5.644811116
16,14,432,30.56027165,73,5.164119977
16,15,463,26.28441669,96,5.449900653
16,16,362,17.66543041,189,9.223111458
16,17,719,21.81829216,150,4.551799478
16,18,186,20.77747989,66,7.372654155
16,19,365,18.58073712,126,6.414172266
16,20,578,20.47684841,186,6.589435647
16,21,300,24.66496752,51,4.193044479
16,22,410,18.87400451,145,6.674952815
16,23,195,19.54887218,60,6.015037594
16,24,487,26.84526763,97,5.347004024
16,25,897,24.71550988,207,5.703579203
16,26,136,25.80155568,18,3.414911781
16,27,89,17.22802942,52,10.06581494
16,28,78,14.01869159,62,11.14306254
16,29,323,22.48364193,77,5.359877489
16,30,152,11.82419292,118,9.179307662
16,31,251,15.4766309,78,4.809470958
16,32,338,23.22226039,98,6.733081415
16,33,460,21.60232929,93,4.367427444
16,34,2687,22.84475429,602,5.118177181
16,35,766,23.3843148,172,5.250786092
16,36,163,14.06142167,91,7.850241546
16,37,107,13.4034824,72,9.019165727
16,38,851,20.29234328,241,5.746715311
16,39,176,22.20820189,32,4.03785489
16,40,350,21.30638583,83,5.052657211
16,41,343,23.22903969,74,5.011512935
16,42,246,18.10954064,110,8.097762073
16,43,1463,22.85544672,309,4.827295309
16,44,225,16.94915254,105,7.90960452
16,45,660,19.29880991,226,6.608380362
16,46,234,17.20082329,80,5.880623346
16,47,352,17.61232863,111,5.553887721
16,48,121,21.97602615,45,8.172902288
16,49,469,26.91226258,100,5.738222299
16,50,2020,25.16883052,408,5.083605373
16,51,248,19.03154017,71,5.448545775
16,52,3482,19.47242153,676,3.780401192
16,53,12760,17.49673307,8199,11.24261085
16,54,118,14.5841058,71,8.775182301
16,55,1206,26.82205369,268,5.960456375
16,56,784,28.85110768,156,5.740781629
16,57,212,27.18297218,54,6.923964611
16,58,471,25.00796432,88,4.672400977
16,59,156,18.93203883,38,4.611650485
16,60,225,23.43994166,63,6.563183665
16,61,663,29.29998232,93,4.109952272
16,62,370,19.02313625,117,6.015424165
16,63,319,19.85806773,127,7.905876494
16,64,647,25.52973208,102,4.024780018
16,65,899,25.8921114,188,5.414590594
16,66,1916,21.82381484,465,5.29648951
16,67,270,15.7351827,138,8.042426715
16,68,725,28.66065781,150,5.929791271
16,69,1838,18.45826304,762,7.652446373
16,70,267,17.44413955,110,7.18672416
16,71,1112,16.39223433,403,5.940710822
16,72,315,23.24723247,80,5.904059041
16,73,630,24.61706783,160,6.251953736
16,74,167,16.73346693,71,7.114228457
16,75,1888,29.43515068,345,5.378774887
16,76,1293,17.75099189,401,5.505141335
16,77,367,19.87974649,79,4.279291479
16,78,200,15.85037248,95,7.52892693
16,79,1154,25.5213747,237,5.241391512
16,80,498,27.02556032,99,5.372551148
16,81,135,15.51011029,41,4.710477941
16,82,1896,27.10313773,436,6.232578086
16,83,837,28.45583736,133,4.521656354
16,84,692,24.87240313,114,4.097476817
16,85,739,22.61529516,245,7.497628301
16,86,292,19.24090669,87,5.732735899
16,87,321,23.67605842,82,6.048089689
16,88,1491,18.96391641,227,2.887195859
16,89,497,21.62091617,154,6.699438813
16,90,353,25.3046595,55,3.94265233
16,91,256,18.94752424,103,7.623417956
16,92,242,16.9539022,82,5.744710663
16,93,490,17.76198934,183,6.633559285
16,94,113,16.40058055,74,10.74020319
16,95,231,20.07997218,102,8.866481224
16,96,119,15.08238276,26,3.29531052
16,97,756,23.71615899,192,6.023151489
16,98,697,26.7809114,125,4.802889418
16,99,237,14.53541858,88,5.397117449
16,100,319,23.53201534,89,6.565358513
16,101,200,21.81976871,65,7.091424831
16,102,7073,22.42904709,1548,4.908831457
16,103,411,17.52142218,145,6.181523639
16,104,279,16.42045789,142,8.357365664
16,105,303,15.9515662,101,5.317188734
16,106,615,20.50341724,173,5.767627938
16,107,1417,19.29072221,502,6.834116126
16,108,3632,19.5161793,1123,6.034325262
16,109,44,13.55097013,31,9.547274407
16,110,897,19.22170317,274,5.87151245
16,111,527,34.62094337,81,5.321245566
16,112,3509,22.56098345,844,5.426466239
16,113,419,16.38254614,173,6.764153894
17,1,302,17.74278832,68,3.99506492
17,2,371,19.63482403,89,4.710240804
17,3,731,21.69461344,235,6.974328535
17,4,1545,19.59019096,331,4.196992367
17,5,180,19.00538486,52,5.490444515
17,6,2909,16.60321791,2063,11.77464371
17,7,5566,15.24229943,5194,14.22359024
17,8,1359,16.27837336,932,11.1636821
17,9,349,20.12687428,57,3.287197232
17,10,266,17.00115045,62,3.962674166
17,11,3014,15.30314339,356,1.807537839
17,12,819,14.85983852,808,14.66025583
17,13,246,16.84470008,86,5.88879759
17,14,160,16.92047377,28,2.96108291
17,15,262,10.48419368,106,4.241696679
17,16,283,16.787282,116,6.881006051
17,17,770,12.50304457,236,3.832101973
17,18,1786,16.51776631,515,4.76296173
17,19,418,16.49175412,141,5.56300797
17,20,573,13.76444306,180,4.323908814
17,21,114,15.32052144,131,17.6051606
17,22,419,21.8936148,94,4.911694012
17,23,148,22.30259192,28,4.219409283
17,24,825,16.87772345,216,4.418894867
17,25,472,14.96797108,117,3.710280967
17,26,328,19.82711721,71,4.291845494
17,27,207,19.18620817,40,3.707479841
17,28,1131,17.84418289,200,3.155470007
17,29,1636,16.72339947,356,3.639077146
17,30,1024,21.87613493,165,3.524963148
17,31,560,15.97125175,447,12.74848131
17,32,147,16.17695609,42,4.621987455
17,33,130,8.87917492,69,4.712792842
17,34,0,0,0,0
17,35,0,0,0,0
17,36,0,0,0,0
18,1,508,13.89040796,248,6.781144045
18,2,179,11.7538906,126,8.273688358
18,3,143,12.78155166,79,7.061136932
18,4,1169,16.60534951,465,6.60520746
18,5,287,25.1754386,65,5.701754386
18,6,487,17.8564881,178,6.526601401
18,7,353,19.94575658,124,7.006441406
18,8,901,18.34955806,16,0.325852307
18,9,1319,38.4548105,196,5.714285714
18,10,502,14.59599337,233,6.774634373
18,11,402,17.12897865,166,7.073160339
18,12,569,13.19573284,179,4.151205937
18,13,84,11.18508655,55,7.323568575
18,14,362,16.1520614,130,5.800464037
18,15,1358,14.59054086,660,7.091131788
18,16,507,12.75279203,311,7.822718583
18,17,5327,14.00924131,2956,7.773853449
18,18,446,14.85181485,207,6.893106893
18,19,101,7.426470588,37,2.720588235
18,20,2676,21.54502637,347,2.793768367
19,1,77,27.58867789,9,3.224650663
19,2,32,9.294220157,21,6.099331978
19,3,17,12.37263464,8,5.822416303
19,4,597,18.31681649,134,4.111312245
19,5,235,12.71645022,77,4.166666667
19,6,9694,18.52226914,97,0.185337333
19,7,202,13.0575307,61,3.943115708
19,8,51,13.51709515,8,2.120328651
19,9,1608,18.60142287,424,4.904852797
19,10,1215,75.5033557,34,2.112851106
19,11,102,12.98535964,67,8.529598982
19,12,1386,56.51145723,47,1.916333687
19,13,137,12.61045655,64,5.8910162
19,14,631,17.80222881,167,4.711524898
19,15,16,9.324009324,10,5.827505828
19,16,50,14.94768311,10,2.989536622
19,17,551,13.77810007,154,3.850866445
19,18,5906,41.1086672,213,1.482584848
19,19,1507,12.28609397,1,0.008152683
19,20,76,13.75067849,26,4.704179483
19,21,7777,21.7272872,22,0.06146333
19,22,172,11.91383251,61,4.225254554
19,23,18,14.09553641,7,5.481597494
19,24,114,19.18545944,32,5.385392124
19,25,1546,28.00065202,30,0.543350298
19,26,11655,17.19011336,552,0.814152087
19,27,22,10.83743842,19,9.359605911
19,28,29,18.19322459,4,2.509410289
19,29,77,11.13682384,22,3.181949667
19,30,48,13.49072513,6,1.686340641
19,31,7139,27.78145309,3,0.011674515
19,32,81,15.14301739,19,3.552065807
19,33,1249,15.87664773,433,5.504074032
19,34,106,19.3148688,15,2.733236152
19,35,15,17.40139211,2,2.320185615
19,36,180,25.36997886,37,5.214940099
19,37,110,20.19460253,9,1.652285662
19,38,1018,17.22125421,395,6.682117301
19,39,18702,16.4695522,26739,23.54717978
19,40,7,6.769825919,6,5.80270793
19,41,2541,121.9114331,49,2.350909178
19,42,49,9.143496921,31,5.784661317
19,43,25,9.512937595,15,5.707762557
19,44,481,13.87326584,167,4.816705604
19,45,1677,51.34721372,21,0.642988365
19,46,5304,11.96553817,375,0.845979791
19,47,276,16.6225006,34,2.04769935
19,48,4612,17.14785001,3,0.011154282
19,49,656,16.20993847,300,7.413081618
19,50,20,10.14713343,7,3.551496702
19,51,43,10.45465597,18,4.376367615
20,1,12,11.0701107,5,4.612546125
20,2,653,14.54829007,229,5.101927147
20,3,43,17.23446894,15,6.012024048
20,4,18,17.78656126,6,5.928853755
20,5,175,11.86360247,97,6.575825368
20,6,442,24.80359147,136,7.631874299
20,7,25,9.571209801,19,7.274119449
20,8,12,14.25178147,9,10.6888361
20,9,125,18.60119048,25,3.720238095
20,10,189,13.88888889,73,5.364491476
20,11,33,27.04918033,6,4.918032787
20,12,331,33.56997972,47,4.76673428
20,13,21,7.540394973,28,10.05385996
20,14,353,13.34593573,215,8.128544423
20,15,86,18.25127334,34,7.215619694
20,16,242,28.36713164,46,5.392099402
20,17,39,11.81102362,18,5.451241672
20,18,10,11.99040767,7,8.393285372
20,19,27,8.791924455,,0
20,20,99,25.64766839,7,1.813471503
20,21,214,14.59057749,109,7.431649281
20,22,6,6.928406467,9,10.3926097
20,23,329,17.85326677,56,3.038853918
20,24,39,10.14040562,30,7.800312012
20,25,156,14.04772625,55,4.952723998
20,26,153,18.04032543,62,7.310458672
20,27,26,10.57770545,51,20.74857608
20,28,414,21.03765435,136,6.91092027
20,29,78,18.29697396,20,4.691531785
20,30,129,15.5234657,51,6.137184116
20,31,106,14.39826134,29,3.939146971
20,32,21,20.32913843,2,1.936108422
20,33,24,9.864364982,10,4.110152076
20,34,24,16.84210526,8,5.614035088
20,35,5,9.191176471,2,3.676470588
20,36,87,16.46168401,20,3.784295175
20,37,68,15.44752385,13,2.95320309
20,38,31,14.6780303,13,6.15530303
20,39,1626,23.28212031,704,10.08032761
20,40,228,38.03169308,38,6.338615513
20,41,711,23.69684042,322,10.73190241
20,42,138,17.98279906,91,11.85822257
20,43,1866,20.05632107,602,6.47047443
20,44,628,15.1197785,254,6.115324425
20,45,64,8.508375432,19,2.525923956
20,46,34,10.26260187,31,9.357078177
20,47,,0,1,10.75268817
20,48,38,29.14110429,7,5.36809816
20,49,20,17.52848379,4,3.505696757
20,50,60,15.88141874,21,5.558496559
20,51,72,16.48351648,22,5.036630037
20,52,92,14.88191524,58,9.382076998
20,53,10,8.19000819,9,7.371007371
20,54,3,7.334963325,6,14.66992665
20,55,78,22.09631728,24,6.798866856
20,56,27,18.60785665,6,4.135079256
20,57,707,18.59596518,321,8.443146848
20,58,251,18.68254559,50,3.721622627
20,59,908,21.93925629,392,9.471573199
20,60,45,16.24548736,1,0.36101083
20,61,41,15.96573209,9,3.504672897
20,62,3,5.119453925,5,8.532423208
20,63,53,13.65275631,14,3.60638846
20,64,97,13.12584574,41,5.548037889
20,65,16,13.53637902,11,9.306260575
20,66,48,8.966934429,52,9.714178965
20,67,4882,18.53757447,3291,12.49634527
20,68,407,19.07127126,105,4.920106837
20,69,61,24.93867539,13,5.314799673
20,70,121,18.25313019,55,8.296877357
20,71,47,15.35947712,13,4.248366013
20,72,131,19.91184071,49,7.447940416
20,73,617,19.34351193,198,6.207480327
20,74,3,5.940594059,1,1.98019802
20,75,25,9.359790341,22,8.2366155
20,76,50,15.01050736,18,5.403782648
20,77,76,21.30044843,31,8.688340807
20,78,10,9.157509158,6,5.494505495
20,79,1225,14.87173884,709,8.607398235
20,80,24,18.29268293,10,7.62195122
20,81,28,14.62904911,20,10.44932079
20,82,63,15.94129555,20,5.060728745
20,83,200,24.7249351,11,1.35987143
20,84,36,9.247367069,15,3.853069612
20,85,744,32.97141591,91,4.03279415
20,86,12,13.72997712,9,10.29748284
20,87,92,22.57668712,6,1.472392638
20,88,51,17.88846019,11,3.858295335
20,89,27,12.5464684,22,10.22304833
20,90,92,15.68092722,24,4.090676666
20,91,79,16.19184259,7,1.43472023
20,92,32,22.23766505,9,6.254343294
20,93,16,31.68316832,5,9.900990099
20,94,27,14.22550053,6,3.161222339
20,95,88,22.05513784,23,5.764411028
20,96,10,12.95336788,6,7.772020725
20,97,28,16.09195402,10,5.747126437
20,98,66,14.90851593,46,10.39078383
20,99,10,21.05263158,1,2.105263158
20,100,5,10.06036217,,0
20,101,9,12.39669421,7,9.641873278
20,102,40,9.080590238,14,3.178206583
20,103,106,18.75774199,37,6.547513714
20,104,36,14.35406699,17,6.77830941
20,105,144,21.65413534,28,4.210526316
20,106,2,6.734006734,3,10.1010101
20,107,478,22.27815063,34,1.58463833
20,108,42,9.792492422,14,3.264164141
20,109,28,22.70884023,10,8.110300081
20,110,34,21.21023082,8,4.990642545
20,111,91,20.71005917,26,5.917159763
20,112,21,8.610086101,19,7.790077901
20,113,51,18.00847458,4,1.412429379
20,114,8,11.816839,6,8.862629247
20,115,133,15.3155228,1185,136.4578535
20,116,86,21.22408687,24,5.923000987
20,117,38,15.6895128,13,5.367464905
20,118,18,7.287449393,18,7.287449393
20,119,5,12.53132832,6,15.03759398
20,120,2,5.434782609,3,8.152173913
20,121,3,4.580152672,5,7.633587786
20,122,9,13.29394387,2,2.954209749
20,123,52,19.22365989,23,8.502772643
20,124,398,23.28302328,90,5.265005265
20,125,224,18.96216033,41,3.470752561
20,126,79,15.72452229,24,4.777070064
20,127,21,16.36788776,7,5.455962588
20,128,13,10.56910569,14,11.38211382
20,129,9,26.94610778,4,11.9760479
20,130,86,16.86936053,,0
20,131,177,16.85714286,31,2.952380952
20,132,18,14.45783133,5,4.016064257
20,133,75,18.87267237,21,5.284348264
20,134,650,24.21939042,174,6.483344512
20,135,95,13.21831084,36,5.009044107
20,136,272,23.49892009,48,4.146868251
20,137,55,16.04902247,7,2.04260286
20,138,8,17.39130435,10,21.73913043
20,139,37,17.32209738,22,10.29962547
20,140,11,13.30108827,3,3.627569528
20,141,159,21.98561947,22,3.042035398
20,142,12,10.34482759,9,7.75862069
20,143,158,17.63589686,51,5.69259962
20,144,12,10.81081081,12,10.81081081
20,145,31,8.923431203,9,2.590673575
20,146,42,15.75393848,14,5.251312828
20,147,2,5.291005291,2,5.291005291
20,148,29,14.91002571,8,4.11311054
20,149,19,12.59111995,8,5.301524188
20,150,293,24.6363407,52,4.372319852
20,151,3,7.614213198,3,7.614213198
20,152,57,26.48698885,1,0.464684015
20,153,76,16.05746884,24,5.070779632
20,154,43,17.96907647,10,4.178854994
20,155,11,11.70212766,5,5.319148936
20,156,60,17.25129385,51,14.66359977
20,157,264,19.04761905,,0
20,158,42,18.82563873,23,10.30927835
20,159,82,15.04863278,10,1.835199119
20,160,30,20.70393375,13,8.971704624
20,161,26,10.16021884,15,5.861664713
20,162,31,16.77489177,7,3.787878788
20,163,25,15.56662516,40,24.90660025
20,164,65,20.21772939,27,8.398133748
20,165,22,14.55989411,4,2.647253475
20,166,170,15.42789727,50,4.537616844
20,167,36,17.19197708,7,3.342884432
20,168,19,19.44728762,7,7.164790174
20,169,87,23.61563518,22,5.971769815
20,170,46,11.95115614,27,7.014809041
20,171,435,23.54150882,116,6.277735686
20,172,2,4.651162791,3,6.976744186
20,173,15,9.887936717,13,8.569545155
20,174,62,16.49374834,,0
20,175,22,12.76102088,15,8.700696056
20,176,32,11.3960114,24,8.547008547
20,177,185,19.59538185,113,11.96907107
20,178,79,12.56561158,11,1.749642119
20,179,16,10.94391245,12,8.207934337
20,180,38,16.34408602,9,3.870967742
20,181,5,11.99040767,3,7.194244604
20,182,49,21.37870855,7,3.054101222
20,183,36,24.87906012,7,4.837595024
20,184,2419,15.52970481,1437,9.225376526
20,185,167,19.23963134,36,4.147465438
20,186,12,19.83471074,3,4.958677686
20,187,35,13.80670611,16,6.311637081
20,188,180,18.95934274,43,4.529176322
20,189,65,25.82439412,8,3.178386969
20,190,572,25.58597245,188,8.409375559
20,191,1,3.125,3,9.375
20,192,7,4.854368932,9,6.241331484
20,193,40,15.71091909,17,6.677140613
20,194,15,12.18521527,13,10.5605199
20,195,6,4.777070064,11,8.757961783
20,196,2,4.95049505,5,12.37623762
20,197,34,11.15851657,28,9.18936659
20,198,504,17.9091749,174,6.182929429
20,199,7,9.817671809,7,9.817671809
20,200,42,10.70336391,12,3.058103976
20,201,50,27.29257642,3,1.637554585
20,202,103,22.73228868,14,3.089825646
20,203,39,11.87214612,16,4.870624049
20,204,5,6.993006993,4,5.594405594
20,205,286,16.43867111,115,6.609955167
20,206,38,16.12218922,9,3.818413237
20,207,253,14.79532164,62,3.625730994
20,208,82,10.77387991,59,7.751937984
20,209,5,7.032348805,8,11.25175809
20,210,103,15.45154515,34,5.100510051
20,211,98,30.93434343,9,2.840909091
20,212,80,28.50017813,12,4.275026719
20,213,111,30.59536935,21,5.78831312
20,214,31,13.40250757,17,7.349762214
20,215,12,15.70680628,6,7.853403141
20,216,20,15.02629602,14,10.51840721
20,217,64,18.57225769,15,4.352872896
20,218,4,6.589785832,4,6.589785832
20,219,40,15.59454191,25,9.746588694
20,220,47,16.94915254,25,9.015506671
20,221,17,12.68656716,4,2.985074627
20,222,16,10.45751634,17,11.11111111
20,223,9,19.91150442,2,4.424778761
20,224,3,4.385964912,4,5.847953216
20,225,102,17.12846348,33,5.541561713
20,226,29,10.70901034,14,5.169867061
20,227,145,10.58085231,43,3.137769994
20,228,12,15.56420233,8,10.37613489
20,229,181,25.68104427,25,3.547105562
20,230,12,11.91658391,3,2.979145978
20,231,37,12.22736286,6,1.982815598
20,232,462,21.47438877,72,3.34665799
20,233,19,10.88825215,24,13.75358166
20,234,145,19.19512841,25,3.309504898
20,235,80,22.07505519,19,5.242825607
20,236,27,17.70491803,6,3.93442623
20,237,39,25.04816956,5,3.211303789
20,238,15,18.38235294,7,8.578431373
20,239,9,8.356545961,4,3.714020427
20,240,65,26.42276423,2,0.81300813
20,241,7,6.457564576,6,5.535055351
20,242,326,28.69465716,34,2.992694305
20,243,29,16.64753157,11,6.314580941
20,244,70,19.07876806,12,3.270645953
20,245,28,21.92638998,17,13.31245106
20,246,6,9.677419355,3,4.838709677
20,247,19,12.95160191,8,5.453306067
20,248,409,28.69772663,61,4.280101038
20,249,68,19.56834532,21,6.043165468
20,250,15,12.70110076,6,5.080440305
20,251,20,16.94915254,8,6.779661017
20,252,33,15.59546314,7,3.308128544
20,253,31,13.92632525,12,5.39083558
20,254,70,21.16082225,10,3.022974607
20,255,30,14.38159156,6,2.876318313
20,256,,0,3,12.82051282
20,257,24,21.99816682,8,7.332722273
20,258,8,10.75268817,10,13.44086022
20,259,57,23.12373225,11,4.462474645
20,260,28,11.25401929,17,6.832797428
20,261,157,21.67310878,29,4.003313087
20,262,10,9.587727709,3,2.876318313
20,263,55,15.79098478,8,2.296870514
20,264,31,13.63236588,10,4.397537379
20,265,122,18.46246973,24,3.631961259
20,266,146,17.21495107,26,3.065676217
20,267,,0,,0
20,268,14,15.28384279,4,4.366812227
20,269,82,19.86915435,38,9.207656894
20,270,11,7.862759114,10,7.147962831
20,271,57,17.56548536,10,3.081664099
20,272,137,22.23664989,23,3.733160201
20,273,70,20.01715756,14,4.003431513
20,274,11,8.487654321,10,7.716049383
20,275,138,18.92225422,47,6.444535856
20,276,12,14.98127341,22,27.46566792
20,277,278,22.19560878,49,3.912175649
20,278,744,20.34788316,240,6.563833279
20,279,49,16.83270354,19,6.526966678
20,280,29,12.11361738,33,13.78446115
20,281,1,3.246753247,4,12.98701299
20,282,8,10.07556675,5,6.297229219
20,283,8,7.677543186,8,7.677543186
20,284,97,30.69620253,21,6.64556962
20,285,77,22.74069699,9,2.658003544
20,286,37,11.49068323,26,8.074534161
20,287,2,5.780346821,5,14.45086705
20,288,7,11.45662848,6,9.819967267
20,289,13,11.3735783,6,5.249343832
20,290,11,10.86956522,6,5.928853755
20,291,66,15.8387329,25,5.999520038
20,292,32,23.05475504,5,3.602305476
20,293,89,5.728999034,17,1.094303186
20,294,128,20.29491042,31,4.915173617
20,295,129,14.29362881,81,8.975069252
20,296,9,9.687836383,7,7.534983854
20,297,27,12.55813953,17,7.906976744
20,298,201,16.99788584,87,7.357293869
20,299,18,16.24548736,7,6.317689531
20,300,101,15.61533704,25,3.865182437
20,301,15,9.715025907,15,9.715025907
20,302,102,24.6615087,31,7.49516441
20,303,19,16.2116041,12,10.23890785
20,304,9,10.57579318,5,5.875440658
20,305,40,10.14198783,18,4.563894523
20,306,65,16.65385601,20,5.124263387
20,307,189,19.69981238,76,7.921617678
20,308,39,13.73723142,12,4.226840437
20,309,280,26.99836081,81,7.810240093
20,310,229,33.56786866,11,1.612430372
20,311,7,15.28384279,5,10.91703057
20,312,248,21.46257032,55,4.759844223
20,313,5,5.995203837,5,5.995203837
20,314,24,14.1760189,4,2.362669817
20,315,29,16.94915254,11,6.428988895
20,316,8,10.62416999,2,2.656042497
20,317,26,18.50533808,9,6.40569395
20,318,1241,28.95473635,686,16.00559963
20,319,5,4.549590537,13,11.8289354
20,320,8,11.06500692,1,1.383125864
20,321,15,17.85714286,8,9.523809524
20,322,13,14.70588235,8,9.049773756
20,323,33,15.45667447,8,3.7470726
20,324,985,22.45782034,280,6.383948928
20,325,198,18.87331999,26,2.478314746
20,326,114,22.99778092,15,3.026023805
20,327,244,17.43853631,77,5.503144654
20,328,32,27.28047741,3,2.557544757
20,329,12,9.090909091,13,9.848484848
20,330,70,16.36661211,6,1.402852467
20,331,7,7.829977629,12,13.42281879
20,332,3,7.389162562,1,2.463054187
20,333,34,13.06185171,13,4.994237418
20,334,913,20.79110969,224,5.10099515
20,335,9,8.982035928,6,5.988023952
20,336,23,10.14556683,13,5.734450816
20,337,139,24.81256694,109,19.45733667
20,338,264,28.44827586,78,8.405172414
20,339,79,19.80446227,33,8.272750063
20,340,21,11.18210863,19,10.1171459
20,341,2,8.620689655,,0
20,342,47,22.60702261,,0
20,343,26,14.06165495,15,8.11249324
20,344,55,21.04860314,17,6.505931879
20,345,72,18.14516129,26,6.552419355
20,346,17,11.73222912,10,6.901311249
20,347,65,17.74017467,20,5.458515284
20,348,110,13.33980112,51,6.184816881
20,349,26,13.15789474,6,3.036437247
20,350,198,12.19136753,10,0.615725633
20,351,39,14.86847122,21,8.006099886
20,352,126,32.87242369,7,1.826245761
20,353,43,21.73913043,9,4.550050556
20,354,5,9.803921569,5,9.803921569
20,355,10,13.5501355,5,6.775067751
20,356,21,10.53687908,22,11.03863522
20,357,10,11.01321586,11,12.11453744
20,358,23,12.40560949,10,5.393743258
20,359,4,4.944375773,9,11.12484549
20,360,55,15.31180401,25,6.959910913
20,361,11,11.93058568,5,5.422993492
20,362,16,10.69518717,20,13.36898396
20,363,28,10.6342575,20,7.595898215
20,364,359,24.40516655,85,5.778382053
20,365,15,11.47666412,11,8.416220352
20,366,63,15.80531862,17,4.264927245
