ENTIDAD_RES,MUNICIPIO_RES,codigo_Postal,coordenada_lateral,coordenada_longitudinal,altitud
20,436,68680,31.8795,-116.357978,581
20,437,70265,32.093412,-116.850946,24
20,438,68627,32.024414,-116.667367,305
20,439,70947,31.404478,-115.734181,788
20,440,70716,31.897952,-116.443579,565
20,441,70125,31.965301,-116.278484,684
20,442,68840,32.09,-116.585,340
20,443,68790,31.65004,-116.440412,257
20,444,71176,29.909353,-114.462981,9
20,445,69891,31.945223,-116.188344,740
20,446,71114,31.989618,-116.631142,340
20,447,71054,30.971336,-116.154444,50
20,448,71393,31.902431,-116.51809,305
20,448,71394,31.341925,-115.579752,958
20,449,70490,31.951799,-116.664704,238
20,450,71388,31.904784,-116.253113,713
20,451,69625,32.012227,-116.659678,305
20,452,71518,31.889073,-116.445989,533
20,454,70276,31.877655,-116.506283,341
20,455,69220,31.986392,-116.311183,662
20,456,69065,30.508782,-114.639211,5
20,457,68807,31.398211,-115.771433,780
20,458,68711,31.105933,-116.065312,138
20,459,69015,31.910184,-116.70808,39
20,460,68900,31.77383,-116.568654,55
20,461,69492,31.922817,-116.633563,212
20,462,69093,32.018889,-116.650278,318
20,463,69657,32.01878,-116.654072,306
20,464,69330,31.979433,-116.661902,280
20,465,70298,32.029994,-116.652344,318
20,466,71733,31.694213,-116.540818,99
20,467,71703,31.683236,-116.569465,82
20,468,68924,31.733253,-116.709236,154
20,469,69715,31.69132,-116.545733,94
20,470,70705,31.255154,-116.145892,177
20,472,70723,31.981083,-116.640887,281
20,473,68795,31.868483,-116.545575,200
20,474,71660,31.968195,-116.638681,258
20,475,70440,29.826989,-114.404553,7
20,476,69050,31.762294,-116.578818,13
20,477,71492,31.704411,-116.609768,13
20,478,68694,31.68978,-116.614476,29
20,479,69595,31.708251,-116.577414,24
20,480,69824,31.714569,-116.586931,21
20,481,71132,31.717919,-116.580321,21
20,482,71607,31.689611,-116.560834,62
20,483,68230,31.764283,-116.580109,14
20,484,69106,32.08451,-116.646952,343
20,485,71685,31.757427,-116.564229,19
20,486,69533,32.086613,-116.630916,321
20,487,68217,31.964731,-116.655871,259
20,488,69375,31.721157,-116.614329,5
20,489,71784,31.716333,-116.584766,21
20,490,68535,30.368537,-114.641084,9
20,491,71382,30.98176,-116.164876,69
20,492,69943,31.289228,-116.402586,14
20,493,69680,31.759989,-116.549899,20
20,494,68269,32.097459,-116.615264,313
20,495,70890,31.977714,-116.628157,284
20,495,70890,31.991156,-116.668919,280
20,496,68768,31.980685,-116.62991,307
20,498,68965,31.764162,-116.534594,34
20,499,69570,31.341154,-115.584511,942
20,500,71185,31.85421,-116.185706,740
20,501,69421,31.854776,-116.514586,179
20,502,70201,31.98008,-116.746573,376
20,504,68764,31.671088,-116.514012,115
20,505,70124,32.026083,-116.751529,271
20,506,70446,31.308942,-116.242456,83
20,507,71699,31.988079,-116.667201,265
20,508,70730,31.623905,-115.948469,1068
20,509,70908,31.549081,-116.397174,164
20,510,71146,31.396067,-115.7207,782
20,511,69960,31.964636,-116.292567,672
20,513,70356,31.91531,-116.593717,87
20,515,70760,32.056235,-116.652857,300
20,516,71398,31.729832,-116.696222,81
20,517,70207,31.901296,-116.537235,232
20,519,68293,31.881481,-116.505444,360
20,520,69290,31.095767,-116.083651,120
20,521,69536,31.348439,-116.240192,101
20,521,69537,32.112426,-116.534386,320
20,522,68890,31.563353,-115.835526,1038
20,525,70161,31.076618,-116.210003,61
20,526,71966,31.723551,-116.571491,32
20,527,68645,30.624356,-114.698754,10
20,530,71507,31.760074,-116.540254,37
20,531,68254,30.737193,-114.697453,1
20,532,69866,31.759328,-116.583339,11
20,533,70866,31.552325,-115.73296,1040
20,535,71440,31.680852,-116.518419,92
20,536,69585,31.904613,-116.566029,114
20,537,69408,31.581815,-116.432603,142
20,538,70816,31.810655,-116.577194,60
20,539,68250,31.810621,-116.581283,48
20,540,69510,31.767859,-116.573483,20
20,543,71853,31.383612,-115.728288,769
20,544,68740,31.887063,-116.548748,177
20,545,68540,32.028172,-116.673406,300
20,546,70420,31.812144,-116.577141,112
20,547,69524,32.088796,-116.587406,322
20,548,69310,31.906792,-116.724391,57
20,549,69200,31.729392,-116.613725,3
20,550,70460,31.957252,-116.297305,668
20,551,70400,31.326623,-116.250335,110
20,552,69340,30.947051,-116.214781,10
20,553,68270,31.971773,-116.337671,667
20,554,70255,31.551543,-116.406874,164
20,555,71286,31.988099,-116.664914,262
20,556,69507,32.121311,-116.541746,383
20,557,70150,31.689726,-116.606804,43
20,558,68670,31.793374,-116.468259,144
20,559,68483,32.033725,-116.6332,333
20,560,70412,31.635887,-116.422189,220
20,562,69912,31.038124,-116.19119,82
20,563,71590,31.576341,-116.504266,122
20,565,71310,31.623483,-116.439844,196
20,566,71376,31.969377,-116.658178,227
20,567,69123,31.701117,-116.545031,104
20,568,69060,31.556021,-116.616667,57
20,569,69696,32.112617,-116.509188,353
20,570,71205,31.659404,-115.818293,1179
21,1,75113,32.616948,-115.093446,27
21,2,73594,32.570283,-115.00039,23
21,3,74949,32.288498,-115.103066,12
21,4,75156,32.640832,-114.853833,29
21,5,74516,32.254228,-115.320054,8
21,6,73330,32.491518,-114.815669,28
21,7,74647,32.368006,-115.040128,18
21,8,73180,32.228011,-115.170267,8
21,9,74853,32.35825,-115.083989,13
21,10,75916,32.355971,-115.19639,11
21,11,74780,32.397127,-115.106045,15
21,12,75187,32.479811,-115.065542,23
21,13,75950,32.519393,-114.836057,29
21,14,73364,32.160986,-115.055865,9
21,15,72980,32.512066,-114.922471,27
21,16,73621,32.534768,-115.416253,4
21,17,73941,32.362369,-115.200478,10
21,18,75843,32.500984,-115.39884,8
21,19,74367,32.310477,-115.140771,9
21,20,75620,32.554638,-115.236002,11
21,21,74590,32.36074,-114.978328,17
21,22,74506,32.371493,-115.098325,13
21,23,75540,32.428708,-115.062404,18
21,23,75547,32.178797,-114.991993,11
21,24,74838,32.632789,-115.296266,15
21,25,73572,32.632249,-115.030902,17
21,26,74180,32.665953,-114.896527,28
21,26,74180,32.492299,-114.890414,23
21,26,74183,32.541742,-114.992717,22
21,27,75896,32.348434,-115.098884,10
21,28,73420,32.608111,-115.190752,15
21,28,73425,32.667484,-114.7551,39
21,30,73410,32.614073,-115.196695,15
21,31,74651,32.654228,-115.304899,12
21,32,74741,32.546082,-114.831888,28
21,33,74522,32.554424,-115.525035,6
21,34,72685,32.59598,-115.177121,15
21,35,75985,32.405961,-115.083474,16
21,36,75991,32.54163,-114.993709,22
21,37,74915,32.299891,-115.14276,10
21,38,75421,32.250154,-115.09713,10
21,39,73600,32.361004,-114.998414,17
21,40,75233,32.569628,-115.386439,5
21,41,72723,32.272254,-115.095078,12
21,42,74813,32.554978,-114.816671,26
21,42,74818,32.567042,-115.525069,5
21,43,73563,32.665169,-114.853839,30
21,44,73985,32.581205,-115.504372,7
21,45,75535,32.393491,-115.035783,18
21,46,75810,32.472675,-115.127369,17
21,47,74733,32.584343,-115.517091,5
21,48,74155,32.544566,-115.485634,7
21,49,73329,32.400258,-115.016319,19
21,50,75093,32.387368,-115.032948,18
21,51,74585,32.651374,-114.850871,28
21,52,74670,32.284151,-115.039503,14
21,53,73301,32.449879,-114.964364,18
21,54,73957,32.30051,-115.016573,16
21,55,74998,32.567835,-115.106234,18
21,56,74760,32.546335,-115.520965,8
21,57,73130,32.613828,-115.28676,11
21,58,75070,32.613931,-115.649176,1
21,59,74842,32.265493,-115.086141,13
21,60,74173,32.444005,-115.203454,12
21,61,75920,32.411189,-115.044028,23
21,62,74634,32.585382,-115.138104,14
21,63,75565,32.163435,-115.035742,9
21,64,73008,32.608999,-115.197256,13
21,65,75178,32.534796,-115.388764,7
21,66,74893,32.370185,-115.072936,19
21,67,75044,32.65909,-114.758491,36
21,68,73392,32.36743,-115.109956,12
21,69,74379,32.578363,-115.499602,7
21,70,75387,32.220934,-115.159255,5
21,71,73177,32.64208,-115.016384,15
21,72,73475,32.50104,-114.902479,27
21,73,74724,32.54514,-115.383875,7
21,74,74160,32.352233,-115.037254,15
21,75,73926,32.400091,-115.009576,19
21,76,73580,32.442603,-115.039368,19
21,77,73436,32.559299,-115.505789,6
21,78,73456,32.295253,-115.024049,15
21,79,75641,32.259487,-115.065135,15
21,80,73490,32.621794,-114.997906,21
21,80,73495,32.147933,-115.074308,8
21,81,74770,32.521023,-115.073211,18
21,82,74904,32.553514,-115.385815,7
21,83,73736,32.588541,-115.339914,8
21,84,73480,32.602011,-115.183204,18
21,85,74410,32.605757,-115.194914,13
21,86,73055,32.642564,-114.98805,24
21,87,74714,32.180777,-115.671471,21
21,88,73530,32.443398,-114.970102,19
21,89,73260,32.242712,-115.065816,14
21,90,72665,32.573189,-115.459298,2
21,91,73214,32.457974,-115.109192,19
21,92,75694,32.299456,-115.100932,10
21,93,75060,32.600677,-115.271686,14
21,94,73791,32.239356,-115.124358,9
21,96,75138,32.395049,-115.033435,17
21,97,75270,32.547919,-115.573428,5
21,98,75653,32.113848,-115.006814,17
21,99,75590,32.658989,-115.035504,39
21,100,73140,32.541749,-115.403096,6
21,101,73554,32.242985,-115.164121,9
21,102,74300,32.648908,-115.607782,0
21,103,75837,32.558769,-115.557853,4
21,104,75129,32.485157,-115.360367,10
21,105,73763,32.378279,-115.083419,18
21,105,73764,32.369096,-115.090194,15
21,106,72864,32.161056,-115.024304,9
21,107,73407,32.61678,-115.271331,13
21,108,75024,32.376637,-115.056004,20
21,109,73117,31.092041,-114.942225,166
21,110,75515,32.641176,-115.475579,1
21,111,73021,32.465939,-115.309322,6
21,112,74976,32.409974,-115.190669,14
21,113,74885,31.106784,-114.907946,82
21,114,72160,31.02292,-114.838901,10
21,115,75470,32.509777,-116.306074,1038
21,116,75082,32.557185,-116.563568,708
21,117,75000,32.510942,-116.264124,1126
21,118,75412,32.56,-116.431732,878
21,119,72803,32.485248,-116.577605,746
21,120,75860,32.570401,-116.424482,932
21,121,74380,32.550067,-116.37637,988
21,122,74144,32.253376,-116.583555,451
21,123,73350,32.465496,-116.583377,700
21,124,75880,32.556655,-116.542256,605
21,125,74325,32.459697,-116.16152,1299
21,126,74310,32.524208,-116.567461,761
21,127,74957,32.554429,-116.590274,611
21,128,75010,32.349444,-116.610278,302
21,128,75014,32.535352,-116.573695,809
21,129,75973,32.518903,-116.591751,725
21,130,75197,32.348786,-116.608098,295
21,131,75360,32.354106,-116.614117,282
21,132,74043,32.572679,-116.62655,526
21,134,74117,32.417065,-117.026076,194
21,135,74986,32.476822,-116.728238,238
21,136,72620,32.416524,-116.949208,220
21,137,75038,32.427222,-116.848889,253
21,138,74190,32.405755,-116.920641,242
21,139,74863,32.432602,-116.980933,347
21,140,72755,32.502279,-116.794568,200
21,141,74964,32.439644,-116.946828,169
21,142,75160,32.414422,-116.918615,256
21,143,74133,32.483755,-116.788623,205
21,144,75443,32.44449,-116.821977,247
21,145,75943,32.538328,-116.828565,339
21,146,74660,32.466064,-117.103863,133
21,147,74820,32.462455,-116.806153,159
21,148,74355,32.501611,-116.788233,225
21,149,75827,32.496968,-116.761584,337
21,150,75322,32.415809,-116.951962,242
21,151,75280,32.443023,-117.053146,212
21,151,75290,32.539444,-116.757209,248
21,152,75147,32.524003,-116.78266,263
21,153,75245,32.42111,-117.018137,176
21,154,75485,32.451954,-116.680636,399
21,155,74875,32.516503,-116.7784,222
21,156,75793,32.532461,-117.018913,22
21,157,74807,32.343041,-117.012782,160
21,158,73505,32.191652,-116.902803,66
21,159,74600,32.263757,-116.999164,14
21,160,74700,32.181161,-116.909537,17
21,161,75809,32.204366,-116.902279,8
21,162,73370,32.291611,-116.85803,374
21,163,75100,32.356624,-116.952782,134
21,164,75200,32.272348,-116.965846,117
21,165,74534,32.275512,-116.983098,23
21,166,74393,32.285449,-116.99206,164
21,167,73340,32.249506,-116.943838,38
21,168,74550,32.112258,-116.884867,19
21,169,74693,32.115065,-116.885275,15
21,170,73995,32.248739,-116.936328,69
21,171,75635,32.237554,-116.929108,17
21,172,73640,32.347025,-116.990574,216
21,173,73939,32.319003,-117.002644,207
21,174,73887,32.363684,-117.054459,25
21,175,74340,32.261267,-116.989358,6
21,176,74565,32.176485,-116.686396,338
21,177,75681,32.100706,-116.868974,12
21,178,73072,32.252301,-116.940859,99
21,179,75059,30.843033,-116.062415,30
21,180,74105,29.67108,-115.566495,16
21,182,75600,30.79999,-116.033181,18
21,183,73226,30.701111,-115.999776,47
21,184,73289,30.476355,-115.918416,9
21,185,74540,30.924634,-116.125969,57
21,186,73909,30.063964,-115.720869,35
21,187,73068,30.321639,-115.820036,8
21,188,74339,30.76794,-116.007562,39
21,189,75613,30.724068,-116.009066,19
21,190,74930,30.587159,-115.954823,20
21,191,74790,30.543774,-115.917996,31
21,192,73510,30.57307,-115.971644,20
21,193,75305,30.579822,-115.9668,20
21,194,73045,30.388792,-115.863159,6
21,195,75900,30.723121,-116.014474,14
21,196,74927,30.72914,-115.970647,37
21,197,73080,30.513516,-115.958711,9
21,197,73088,30.505017,-115.963305,7
21,197,73096,30.390851,-115.876241,4
21,198,74757,30.494702,-115.972877,5
21,199,73975,30.568114,-115.94515,24
21,200,73660,30.946254,-116.011981,141
21,201,74620,30.546303,-115.958537,20
21,202,73464,30.391046,-115.869326,5
21,203,75665,30.093136,-115.735219,263
21,204,73913,30.387203,-115.856058,7
21,204,73915,30.56671,-116.005327,3
21,204,73916,28.288951,-114.000118,23
21,204,73916,30.601773,-115.983592,7
21,205,75678,30.525981,-115.931947,22
21,206,74684,30.496988,-115.927005,12
21,207,73687,30.860895,-116.080846,118
21,208,73314,30.657435,-115.968507,12
21,209,75876,30.514905,-115.912563,21
21,210,73440,30.513867,-115.945013,13
21,211,73700,30.68183,-115.985442,7
21,212,73740,30.515348,-115.935503,17
21,213,73244,28.92799,-114.153978,207
21,214,75960,30.522481,-115.914365,24
21,215,73380,30.602303,-115.969917,13
21,217,75930,30.378461,-115.84978,9
22,1,76893,30.732024,-115.989286,26
22,2,76319,17.031313,-96.699284,1544
22,3,76405,16.958281,-96.70765,1515
22,4,76528,16.326322,-95.227546,37
22,5,76295,18.071283,-96.536115,130
22,6,76904,16.567698,-95.098713,58
22,7,76664,16.352357,-94.483828,9
22,8,76965,17.296596,-96.904413,1718
22,9,76346,17.100807,-96.762562,1554
22,10,76393,17.945353,-96.170537,34
22,11,76244,16.378776,-96.336433,1684
22,12,76740,16.988882,-96.713196,1511
22,13,76478,17.801548,-96.959567,638
22,14,76114,18.081165,-96.118482,21
22,15,76568,16.158538,-97.125108,587
22,16,76815,18.601787,-96.682386,220
22,17,76754,17.305186,-96.207102,1303
22,18,76613,16.934399,-96.608509,1635
23,1,77670,17.129359,-96.801996,1600
23,2,77148,16.996001,-96.780591,1567
23,3,77410,18.029686,-96.468222,100
23,4,77014,18.057503,-96.397763,155
23,5,77516,16.287609,-94.195824,19
23,6,77894,16.196313,-96.694114,1884
23,7,77385,16.651172,-94.784202,87
23,8,77717,15.817678,-96.062617,25
23,9,77786,15.94924,-96.073607,357
23,10,77916,16.260031,-97.379643,762
24,1,78456,16.564276,-96.731901,1450
24,2,79375,16.781942,-96.581556,1684
24,3,79776,16.92186,-96.362155,1681
24,4,78986,16.492042,-95.033758,27
24,5,79384,16.653904,-98.089927,512
24,6,78560,18.14566,-96.510622,99
24,7,78537,15.922384,-97.119619,20
24,8,79442,15.98688,-96.982832,185
24,9,78447,15.862502,-97.071296,61
24,10,79357,15.66274,-96.509566,9
24,11,79655,15.746341,-96.46523,160
24,12,79805,16.322521,-94.321519,25
24,13,79273,16.013719,-97.437774,13
24,14,79867,17.588436,-96.551576,1877
24,15,78587,17.047865,-96.687624,1537
24,16,79152,16.994827,-96.471675,1668
24,17,78883,16.837875,-96.725939,1483
24,18,79880,16.237009,-97.292473,1432
24,19,79783,17.189032,-96.513378,2422
24,20,78793,17.0587,-96.684017,1536
24,21,78485,17.827661,-98.150788,1075
24,22,78904,16.322437,-96.673129,1805
24,23,79745,17.012745,-96.726481,1520
24,24,79600,17.027281,-96.734358,1529
24,25,78602,15.837861,-97.041808,27
24,26,79836,15.885299,-97.026159,73
24,27,79696,16.967161,-96.706736,1516
24,28,78425,16.433308,-95.021633,17
24,29,79950,16.55278,-94.946528,27
24,30,79483,16.302709,-95.090081,8
24,31,79797,17.956257,-97.024437,587
24,32,79562,16.997513,-96.01012,1842
24,33,78633,17.097537,-96.063252,2260
24,34,79826,18.005298,-95.929537,50
24,35,78435,18.109871,-95.879976,25
24,36,79707,17.242063,-96.821091,1658
24,37,79966,16.804263,-96.722414,1467
24,38,79944,17.564126,-96.547813,1989
24,39,79854,18.198618,-97.718197,1808
24,40,79207,18.188768,-97.68054,1700
24,41,79811,17.417636,-95.94841,792
24,42,79840,17.778536,-97.710848,1787
24,43,79594,17.82665,-97.731767,1630
24,44,78514,17.848474,-97.429743,2121
24,45,78937,16.279458,-97.819682,460
24,46,78496,17.33529,-98.012449,1678
24,47,78850,16.880957,-95.457116,392
24,48,78837,16.686459,-95.532658,766
24,49,78680,17.417959,-96.248592,1232
24,50,79525,16.802817,-96.439684,1773
24,51,78978,16.212179,-97.978571,8
24,52,79450,16.18737,-97.97126,33
24,53,79938,16.339009,-98.050348,205
24,54,79904,17.247126,-96.873686,1666
24,55,79557,16.974141,-97.085993,1793
24,56,78950,16.225571,-97.26936,1806
24,57,79977,17.465457,-95.451544,99
24,58,79318,16.50384,-95.057045,22
25,1,81280,16.588492,-94.76863,41
25,2,81675,16.332058,-95.232049,35
25,3,80634,16.482804,-94.353903,61
25,4,82666,17.171684,-96.820757,1591
25,5,80764,18.132334,-97.070704,1031
25,6,80300,16.877889,-95.042149,202
25,7,81709,16.328478,-96.596524,1561
25,8,82757,17.059993,-96.72545,1542
25,9,82458,16.428442,-97.977435,421
25,10,81878,16.685128,-96.685529,1581
25,11,81131,16.175885,-95.192159,6
25,12,82216,18.377537,-97.258304,1214
25,13,80850,19.050947,-98.42773,2231
25,14,82830,19.375803,-97.619351,2340
25,15,81543,18.873692,-97.61547,2170
25,16,82940,20.563624,-97.824974,162
25,17,81950,20.527254,-97.857277,203
25,18,80331,19.04399,-98.197495,2137
26,1,84930,18.902717,-97.634853,2158
26,2,84303,19.029457,-98.275708,2126
26,3,85773,19.062484,-98.307506,2141
26,4,83750,19.051613,-98.056151,2310
26,5,85695,19.057411,-98.089308,2289
26,6,84654,19.119228,-97.708445,2427
26,7,83837,18.795908,-97.7634,1968
26,8,84493,18.884692,-97.728416,2036
26,9,85676,18.11096,-98.314373,920
26,10,84397,18.548619,-97.486782,1733
26,11,84693,18.592299,-97.233778,2617
26,12,85277,18.462184,-97.391999,1628
26,13,84894,18.265339,-98.295574,1177
26,14,84953,18.318757,-98.193579,1177
26,15,84364,18.331714,-98.276126,1065
26,16,83927,18.492885,-97.463908,1695
26,17,83723,18.966133,-97.905434,2234
26,18,85207,18.908848,-98.434168,1834
26,19,84630,19.932365,-97.960244,2030
26,20,83393,19.710177,-97.595052,2431
26,21,85550,20.339154,-97.751063,208
26,22,84660,20.309135,-97.842699,660
26,23,84503,20.330582,-97.75987,415
26,24,84745,20.368886,-97.759157,438
26,25,85524,18.333268,-97.245413,1128
26,26,85287,19.107938,-98.459239,2421
26,27,84324,18.202301,-98.048606,1180
26,29,85470,18.979455,-97.78546,2140
26,30,83320,20.174698,-98.05134,1534
26,31,84403,18.320517,-98.844298,843
26,32,84535,18.375675,-98.897507,1466
26,33,85250,19.464733,-97.687726,2378
26,34,84860,18.77008,-97.354257,2499
26,35,84126,20.186444,-100.144195,2639
26,36,84176,20.595175,-100.33392,1987
26,37,85564,20.56382,-100.243659,1911
26,38,84566,20.60657,-100.331097,1864
26,39,84193,20.652848,-100.342472,2023
26,40,84446,20.799022,-100.312679,2049
26,41,84348,20.603211,-100.238508,1906
26,42,85890,20.593391,-100.389957,1832
26,43,84105,20.386441,-99.999632,1928
26,45,84824,20.609316,-99.953568,1942
26,46,83840,20.621615,-99.964839,1936
26,47,83960,20.518818,-99.88384,1870
26,48,83553,20.930257,-99.967708,1718
26,49,85734,20.908149,-99.930801,1562
26,50,84988,21.214115,-99.540505,1111
26,51,85713,21.04094,-99.61349,1084
26,52,85600,21.218008,-99.616255,1968
26,53,84960,21.09723,-99.461513,1424
26,54,85620,21.161672,-99.577203,1805
26,55,83515,21.287834,-99.544709,1479
26,56,83364,21.135303,-99.62754,2357
26,57,84705,21.49018,-99.656475,736
26,58,84600,21.312218,-99.511574,705
26,59,84147,20.808959,-99.619845,2782
26,60,83870,20.892047,-99.622161,2290
26,61,85641,20.783946,-99.717371,2228
26,62,85580,20.692104,-99.575093,1874
26,63,84760,20.681795,-99.740755,2076
26,64,83931,20.695023,-99.815633,2043
26,65,83800,20.708176,-99.603684,1911
26,66,84900,20.706401,-99.643807,2060
26,67,84583,20.683056,-99.530477,1864
26,68,84775,20.874167,-99.706944,1930
26,69,85796,20.577993,-99.705207,1659
26,70,83573,20.911644,-99.444697,1344
26,71,85293,20.693174,-99.710004,2023
26,72,85518,20.788326,-100.045431,1904
27,1,86940,20.552436,-100.445883,1811
27,2,86495,21.216802,-99.472911,762
27,3,86754,20.503784,-86.957588,0
27,4,86108,18.676147,-88.389353,11
27,5,86320,20.863039,-87.048945,5
27,6,86690,20.987579,-87.204527,6
27,7,86998,20.954303,-87.176381,10
27,8,86436,19.57851,-88.046587,11
27,9,86853,19.142812,-88.169666,8
27,10,86209,20.359251,-88.036974,26
27,11,86780,20.197147,-88.374148,30
27,12,86709,21.256569,-86.746092,0
27,13,86230,18.556224,-88.252583,5
27,14,86600,18.493889,-88.297899,2
27,15,86877,18.702354,-88.976394,93
27,16,86823,18.900224,-87.633463,1
27,17,86925,18.274044,-88.681339,38
28,1,87760,18.106336,-88.728073,50
28,2,89670,18.493833,-88.480198,7
28,3,89604,17.897855,-88.8776,11
28,4,89960,18.463513,-89.071807,130
28,5,88897,18.520653,-88.430711,2
28,6,87968,18.716683,-87.708393,1
28,7,88443,18.539907,-88.467029,22
28,8,87250,18.56676,-88.247507,9
28,8,87253,18.197566,-88.676761,8
28,9,89505,18.458536,-88.931978,99
28,10,87655,18.693572,-87.716473,1
28,11,89789,18.419457,-88.531018,8
28,12,89746,18.356734,-88.589895,51
28,13,87233,18.465571,-88.519956,19
28,14,88373,18.115416,-88.717119,41
28,15,88405,18.375232,-89.013444,149
28,16,87805,18.701639,-88.856361,139
28,17,87932,18.495053,-88.394912,2
28,18,87700,18.505741,-88.519438,21
28,19,87213,18.554311,-88.466016,20
28,20,87865,21.088118,-86.847481,9
28,21,89827,21.161416,-86.824811,5
28,22,87396,19.749393,-88.710515,21
28,23,88882,20.938853,-87.322629,7
28,24,88390,21.328144,-87.375118,11
28,25,88302,20.943475,-87.325426,4
28,26,87954,20.828828,-87.282521,12
28,27,88295,20.628143,-87.0755,8
28,28,89970,20.516061,-87.236929,9
28,29,87986,20.490584,-87.248728,7
28,30,87785,20.798711,-87.013175,8
28,31,87974,20.611797,-87.123742,9
28,32,88875,20.210777,-87.463205,5
28,33,88980,22.399846,-99.600574,1250
28,34,87730,22.581509,-99.587239,1353
28,35,87618,22.481999,-99.849481,1020
28,36,87668,22.577925,-99.665388,1381
28,37,87695,22.50727,-99.655844,1302
28,38,89060,21.943512,-100.011022,998
28,39,87924,21.64151,-98.935267,95
28,40,87505,21.597319,-98.966388,214
28,41,87024,21.986537,-99.018721,83
28,42,87885,21.924649,-99.101593,140
28,43,89759,22.220021,-98.989652,301
29,1,90635,22.016978,-98.969332,185
29,2,90606,21.829785,-98.854594,44
29,3,90416,21.961551,-99.115133,144
29,4,90557,22.193641,-99.101143,150
29,5,90406,21.975778,-99.257377,289
29,6,90205,21.979514,-98.932704,160
29,7,90573,22.012311,-99.137038,152
29,8,90564,21.541143,-98.903469,131
29,9,90660,21.514947,-98.914738,179
29,10,90804,21.490617,-98.940917,366
29,11,90423,23.129818,-101.113352,2019
29,12,90298,23.06471,-100.872261,2003
29,13,90502,23.054711,-100.881154,2010
29,14,90245,23.186516,-100.978797,1983
29,15,90130,22.212339,-98.377803,61
29,16,90583,22.199364,-98.412338,23
29,17,90875,22.249747,-98.372027,50
29,18,90693,22.192316,-98.564733,47
29,19,90706,22.186944,-98.388056,10
29,20,90234,22.183852,-98.514097,27
29,21,90280,22.262173,-98.589591,70
29,22,90861,22.281774,-98.602319,62
29,23,90723,22.018472,-98.465054,16
29,24,90150,22.861989,-100.506538,1376
29,25,90930,23.142956,-100.446949,1320
29,26,90640,22.921769,-100.464066,1430
29,27,90880,22.930883,-100.339207,1335
29,28,90850,22.795728,-100.162517,1164
29,29,90185,22.689871,-100.50351,1473
29,30,90540,23.011017,-100.471653,1320
29,31,90438,21.4839,-98.972198,84
29,32,90733,21.483089,-98.967503,95
29,33,90115,22.127894,-99.600389,1284
29,34,90257,22.068156,-99.626635,1317
29,35,90480,23.748837,-100.562391,1578
29,36,90166,23.614206,-100.654558,1581
29,37,90596,23.618641,-100.656286,1589
29,38,90490,23.646359,-100.644198,1577
29,39,90460,23.568692,-100.643576,1517
29,40,90444,23.708299,-100.627982,1579
29,41,90790,23.616049,-100.677092,1641
29,42,90780,23.369589,-100.617684,1405
29,43,90456,22.360064,-101.137214,1839
29,44,90750,22.270125,-101.007466,1855
29,45,90237,22.240096,-101.094234,2031
29,46,90548,22.253628,-101.005696,1863
29,47,90546,22.240563,-101.005446,1866
29,48,90833,22.218898,-101.02885,1910
29,49,90736,22.192094,-101.053335,1942
29,50,90843,22.216525,-101.093347,2022
29,51,90738,22.387396,-101.031381,1845
29,52,90498,22.734605,-100.98775,1650
29,53,90195,22.626771,-101.207254,2006
29,54,90760,22.6609,-101.300458,1993
29,55,90446,22.732664,-101.335535,1921
29,56,90139,22.584197,-101.173921,1956
29,57,90725,22.635952,-101.22711,2013
29,58,90774,22.673329,-101.172501,1923
29,59,90867,22.75126,-100.985742,1648
29,60,90193,22.72619,-100.935397,1619
30,1,91320,22.729776,-100.949238,1626
30,2,91420,22.815833,-101.122222,1814
30,3,96070,22.749894,-101.085559,1719
30,4,91482,22.669271,-101.129733,1828
30,5,95447,21.854169,-99.628229,1007
30,6,94765,21.726568,-99.676111,1159
30,7,94235,21.879006,-99.623258,1043
30,8,94135,21.890139,-99.479087,1093
30,9,91476,21.927381,-99.460078,1047
30,10,93710,21.843724,-99.645315,975
30,11,95276,21.826391,-100.036331,1060
30,12,95454,21.885042,-100.053477,1015
30,13,92390,21.715536,-100.013448,1045
30,14,94945,21.926337,-99.868645,1020
30,15,95845,21.896924,-100.102758,1082
30,16,91680,21.842714,-99.957511,988
30,17,91646,21.967526,-99.982403,992
30,17,91649,21.698076,-100.128434,1131
30,18,94755,21.947329,-99.960149,989
30,19,94813,21.925683,-99.849628,1048
30,20,94835,21.88978,-99.903894,970
30,21,94968,21.932378,-99.992923,991
30,22,94440,21.772793,-99.907032,896
30,23,93685,21.981687,-99.844522,1039
30,24,94021,23.097894,-101.559256,2019
30,25,91260,22.525179,-101.76613,2093
30,26,91302,22.64379,-101.783334,2122
30,27,92665,22.75753,-101.648161,2035
30,28,94294,22.628015,-101.715735,2070
30,29,94124,21.597433,-98.88569,254
30,30,94744,21.609413,-98.866394,229
30,31,94985,21.650865,-98.750472,116
30,32,95870,21.638167,-98.871166,261
30,33,92970,21.595556,-99.828611,969
30,34,92514,21.650007,-99.818685,899
30,35,92259,22.623668,-101.033359,1713
30,36,91375,22.527569,-101.023123,1705
30,37,93122,22.475128,-101.041537,1739
30,38,91575,22.114715,-100.844775,1842
30,39,96536,22.151655,-100.976958,1864
30,40,93170,21.481418,-98.598889,96
30,42,93954,21.241649,-98.631762,133
30,43,94210,21.287174,-98.638354,125
30,44,94553,21.369703,-98.657238,185
