ENTIDAD_RES,MUNICIPIO_RES,codigo_Postal,coordenada_lateral,coordenada_longitudinal,altitud
15,13,52985,19.128685,-98.769811,2461
15,14,50496,19.103761,-99.591575,2606
15,15,56973,19.745466,-99.183065,2280
15,16,55960,19.685479,-98.868628,2269
15,17,56760,19.58437,-98.845819,2278
15,18,52220,19.573365,-98.819719,2285
15,19,52700,19.029515,-98.819708,2322
15,20,55700,19.713778,-99.223514,2290
15,21,51727,19.51344,-98.881484,2250
15,22,56684,19.512786,-101.318609,2046
15,23,54667,19.498998,-101.382842,2171
15,24,54803,18.355694,-102.290063,837
15,25,56605,18.609862,-102.177229,749
15,26,54373,18.642777,-101.937171,191
15,27,52244,18.500169,-102.261653,891
15,28,56037,18.292939,-101.901978,60
15,29,56396,18.408244,-102.148822,657
15,30,56270,18.345694,-102.302341,816
15,31,56338,18.56595,-101.976476,334
15,32,51030,18.243444,-102.703863,638
15,33,55414,19.547652,-102.225094,2387
15,34,56993,19.371318,-102.028547,1597
15,35,54694,19.382635,-102.076107,1589
15,36,55679,19.378647,-102.021279,1584
15,37,52799,19.548424,-102.349253,1893
15,38,54494,19.488304,-102.074155,1954
15,39,56566,19.420888,-102.062799,1640
15,40,51924,20.341089,-102.282425,1542
15,41,51098,19.822408,-101.928897,2377
15,42,50774,19.818619,-101.79286,1990
15,43,52693,19.95137,-102.258118,1601
15,44,55784,19.99028,-102.178038,1632
15,45,54255,20.042463,-102.28782,1590
15,46,54570,19.981866,-102.242337,1645
15,47,50815,19.983579,-102.285958,1562
15,48,50736,19.881144,-100.945112,1835
15,49,52380,19.860275,-100.827583,1883
15,50,56860,19.433323,-101.922015,1400
15,51,52005,19.448939,-101.889441,1603
15,52,52463,19.43718,-100.357486,1944
15,53,54883,19.398128,-100.379508,1758
15,54,52161,19.211735,-102.587891,452
15,55,52183,19.161289,-102.539321,306
15,56,50563,19.017308,-101.126991,538
15,57,53840,18.777099,-103.159555,1020
15,58,57465,18.912971,-103.297743,616
15,59,55790,18.7986,-103.110135,1241
15,60,54416,18.882385,-103.143713,1132
15,61,55975,18.869253,-103.268471,740
15,62,52743,18.88898,-103.302296,438
15,63,52494,18.545324,-103.246621,1108
15,64,50615,18.346309,-103.028964,922
15,65,55937,18.972419,-103.086226,863
15,66,51130,18.786054,-103.151839,1037
15,67,52082,18.743025,-103.218128,1022
15,68,56813,18.517189,-102.994471,1829
15,69,56053,18.401321,-102.974351,1441
15,70,56520,19.820984,-101.583751,2030
15,71,54234,19.793624,-101.554031,2141
15,72,52363,19.955269,-100.164457,2497
15,73,52290,20.040486,-100.206437,2405
15,74,50694,19.810285,-102.705822,1640
15,75,55853,19.800895,-102.587855,1599
15,76,52105,19.793346,-102.647652,1624
15,77,51480,18.734231,-102.78838,920
15,78,51105,18.807228,-102.926448,2190
15,79,54280,18.935142,-102.736662,327
15,80,51650,18.893632,-102.794922,389
15,81,55773,18.921825,-102.620962,281
15,82,51414,19.968214,-101.139584,1837
15,83,56654,19.687652,-101.954816,2377
15,84,55980,19.849207,-102.119437,1777
15,85,50414,18.562694,-103.363841,412
15,86,51300,18.636944,-103.404167,518
15,87,50893,18.511433,-103.355813,585
15,88,52436,18.664558,-101.646553,200
15,89,56784,18.644531,-101.698558,164
15,90,52350,19.826306,-101.038485,1844
15,91,54784,19.871019,-101.024182,1848
15,92,55816,20.162616,-102.194566,1570
15,93,56070,20.21878,-100.247375,2595
15,94,56880,20.134689,-100.293722,2480
15,95,54640,19.560833,-101.6775,2059
15,96,55654,19.088057,-102.056664,491
15,97,51673,19.159804,-102.053965,646
15,98,52570,19.581358,-100.651619,2663
15,99,56130,19.689351,-100.555161,2060
15,100,56020,19.704568,-100.604271,2101
15,101,52644,19.649,-100.498867,1892
15,102,50520,19.690288,-100.507961,2032
15,103,56743,19.657752,-100.599301,2160
15,104,54080,18.962887,-101.808867,479
15,105,51583,18.626426,-100.899725,301
15,106,50285,19.956322,-102.306023,1577
15,107,51964,19.989719,-102.718563,1542
15,108,54970,19.312276,-100.432791,1313
15,109,54927,19.458725,-100.494612,1300
15,110,51245,19.420379,-101.214567,1580
15,111,51007,19.344864,-101.211829,1966
15,112,54346,19.382587,-101.317604,2311
15,113,51786,19.28069,-101.128434,958
15,114,50966,19.392121,-101.277616,2182
15,115,52077,19.847891,-100.342159,2209
15,116,51160,19.940516,-100.480348,2094
15,117,51800,19.891674,-100.441667,2020
15,118,51393,17.962334,-102.197981,10
15,119,51980,17.996051,-102.244394,13
15,120,55644,17.994349,-102.227545,10
15,121,54713,18.019546,-102.211029,19
15,122,56618,19.654164,-101.180781,2099
15,123,51459,19.703384,-101.192046,1920
15,124,50673,19.028805,-102.086734,418
15,125,55785,19.059041,-101.284734,790
16,1,58460,19.130533,-101.284378,1110
16,2,60593,19.416644,-102.12988,1877
16,3,58923,19.087227,-102.355264,325
16,4,58550,18.951385,-102.447127,210
16,5,61410,19.108572,-102.415402,331
16,6,60715,19.034618,-102.443432,228
16,7,61404,19.150264,-102.329759,1006
16,8,60895,19.647297,-102.048468,2220
16,9,61830,19.513598,-101.610116,2147
16,10,60927,20.34145,-102.022554,1680
16,11,59122,19.699349,-101.4587,2379
16,12,60538,20.057684,-102.716797,1535
16,13,61935,20.008392,-101.021763,1841
16,14,60804,19.32761,-101.754469,1854
16,15,60840,19.406085,-101.639798,2229
16,16,58410,18.518147,-103.40994,508
16,17,61047,18.554469,-103.423209,222
16,18,58876,18.608942,-103.49931,216
16,19,59946,18.532169,-103.586989,27
16,20,58850,18.293603,-103.17622,662
16,21,60246,18.506776,-103.511255,374
16,22,61305,18.274135,-103.348189,9
16,23,59594,18.226095,-103.129658,56
16,24,60276,18.504465,-103.577758,20
16,25,59787,19.757652,-100.2853,2446
16,26,60824,19.733341,-100.352407,2266
16,27,58863,19.262663,-100.425434,1512
16,28,59440,19.248333,-100.4175,1560
16,29,61883,19.180402,-101.446526,1175
16,30,59730,19.181256,-101.420214,1196
16,31,61006,19.140917,-101.468354,1031
16,32,61630,19.235537,-101.457328,1650
16,33,61730,19.293524,-102.303209,1950
16,34,61203,19.888234,-102.208453,1706
16,35,61858,19.207807,-101.709394,1910
16,36,58833,19.157929,-101.722401,1540
16,37,58360,19.22216,-101.661067,2095
16,38,61940,19.501894,-101.853476,1967
16,39,61647,19.14804,-100.779837,606
16,40,58977,18.853419,-100.845832,563
16,41,61288,18.900489,-100.736454,374
16,42,59295,19.721384,-100.224512,2785
16,43,59853,19.805304,-100.173593,2577
16,44,58786,19.783905,-102.582133,1603
16,45,59513,19.639606,-102.489147,1328
16,46,61578,18.820744,-102.254196,346
16,47,61472,18.745511,-102.251442,270
16,48,58453,18.681876,-102.541188,1281
16,48,58454,18.513978,-102.819889,684
16,48,58454,18.545096,-102.35287,909
16,48,58455,18.634116,-102.282048,843
16,49,58494,18.524801,-102.375023,902
16,50,61262,19.076655,-101.506994,1158
16,51,59504,18.853131,-101.468323,885
16,52,60985,19.567961,-100.463778,1721
16,53,58100,18.881974,-99.177198,1354
16,54,58804,18.622749,-99.178875,891
16,55,61760,18.63003,-99.162662,913
16,56,60287,18.741133,-99.258776,1042
16,57,61918,18.826029,-99.253406,1256
16,58,60490,18.781866,-99.231463,1111
16,59,61757,18.890882,-99.125478,1412
16,60,59434,18.907663,-98.969816,1378
16,61,61450,18.886062,-99.060754,1212
16,62,59186,18.580044,-98.743272,1102
16,63,58580,18.560444,-98.772758,1092
16,64,60765,18.812841,-98.923251,1354
16,65,60256,18.88342,-98.868144,1562
16,66,61608,18.686573,-99.244895,1024
16,67,59472,18.767087,-98.982142,1220
16,68,60445,18.792179,-98.962599,1278
16,69,59423,18.921783,-99.234897,1522
16,70,58765,18.840984,-99.183243,1248
16,71,58503,18.866586,-99.209589,1382
16,72,58995,22.513313,-105.364662,34
16,73,58423,22.52168,-105.342281,34
16,74,59140,22.503135,-105.464887,16
16,75,60360,22.406418,-105.389496,10
16,76,59010,22.437676,-105.390363,15
16,77,61987,21.948638,-105.297784,11
16,78,58900,21.905341,-105.161134,20
16,79,61806,21.950253,-105.145057,25
16,80,61293,21.480961,-105.098764,425
16,81,61595,21.541738,-105.286046,15
16,82,61678,21.333189,-104.587207,1163
16,83,60464,21.783193,-105.256401,10
16,84,59923,21.801767,-105.203058,12
16,85,59774,21.864646,-105.278691,19
16,86,59234,21.895358,-105.560247,1
16,87,61710,21.808336,-105.206044,14
16,88,58880,22.40467,-105.43172,9
16,89,60556,22.395041,-105.456034,10
16,90,60290,21.46426,-104.801788,962
16,91,59983,21.515058,-104.945582,992
16,92,61378,21.583192,-104.823073,702
16,93,61080,21.507413,-104.893799,926
16,94,58744,21.971556,-105.372802,3
16,95,59970,21.94479,-105.298087,10
16,96,60906,21.428144,-103.910016,671
16,97,61696,21.457588,-104.143716,1642
16,98,61445,21.888751,-104.357302,1096
16,99,61540,21.681907,-104.316664,1127
16,100,58442,21.748289,-104.3109,1062
16,101,61337,21.318885,-104.009764,1411
16,102,60223,20.75622,-105.339451,5
16,103,59165,20.75359,-105.242274,21
16,104,59570,20.798514,-105.466692,31
16,105,59200,20.832911,-105.449531,53
16,106,59267,20.691652,-105.273149,3
16,107,58685,20.728523,-105.28258,10
16,108,59626,20.74836,-105.251169,18
16,109,59463,21.23753,-104.900597,846
16,110,58966,21.304927,-105.156121,41
16,111,61703,21.166632,-104.865846,852
16,112,61525,21.175224,-105.135263,27
16,113,58546,21.250864,-105.165362,22
17,1,62646,22.875313,-105.209481,893
17,2,62846,22.66563,-105.172429,1161
17,3,62954,22.637261,-105.319985,65
17,4,62724,22.835784,-105.080868,1704
17,4,62724,22.817733,-105.305421,127
17,5,62616,22.863359,-105.117608,1395
17,6,62748,21.035055,-104.368911,1040
17,7,62345,21.443687,-104.899736,989
17,8,62763,22.349348,-104.950842,1161
17,9,62514,22.175108,-104.851544,1166
17,10,62978,22.108778,-104.812876,1104
17,11,62576,22.251125,-104.517943,424
17,12,62900,22.137406,-104.644626,1232
17,13,62934,22.112078,-104.480988,1054
17,14,62630,21.508889,-104.489959,826
17,15,62605,22.074436,-104.655214,911
17,16,62855,21.820371,-104.521747,357
17,17,62665,22.394283,-104.823724,2196
17,18,62584,22.216594,-104.803368,1978
17,19,62926,22.214905,-104.653295,1383
17,20,62529,21.858909,-104.709251,242
17,21,62620,22.284444,-104.792466,2222
17,22,62804,22.474707,-104.823906,2216
17,23,62536,22.061821,-104.805705,895
17,24,62772,22.497133,-104.765601,2117
17,25,62993,25.853534,-100.317251,488
17,26,62540,25.86405,-100.387202,559
17,27,62834,25.860824,-100.342117,496
17,28,62790,25.864374,-100.308034,481
17,29,62733,26.167042,-99.537401,194
17,30,62824,25.956843,-99.697676,340
17,31,62785,25.97022,-99.689484,330
17,32,62895,25.952069,-100.168108,399
17,33,62887,26.008542,-100.121778,455
18,1,63421,25.929006,-100.182958,400
18,2,63925,25.36595,-98.589822,110
18,3,63963,25.705914,-99.239317,137
18,4,63710,25.680402,-99.247596,168
18,5,63485,25.176189,-99.024219,156
18,5,63489,25.423458,-98.700183,105
18,6,63947,25.690843,-99.249257,155
18,7,63889,25.091155,-98.922044,116
18,8,63787,25.076431,-98.983924,121
18,9,63548,23.674692,-100.182256,1721
18,10,63637,24.015722,-100.4132,1668
18,11,63605,23.927083,-100.480023,1730
18,12,63763,23.884611,-100.317944,1943
18,13,63800,23.699468,-100.144981,1880
18,14,63843,25.925897,-99.184372,113
18,15,63351,26.021689,-99.194552,99
18,16,63446,25.858829,-99.941869,368
18,17,63177,24.845545,-100.320752,1887
18,18,63200,24.826267,-100.077428,1639
18,19,63590,24.605449,-100.29092,1895
18,20,63738,25.071117,-100.603556,1891
19,1,65654,24.593209,-99.996453,2071
19,2,65807,25.179669,-100.713058,1969
19,3,66940,24.901043,-100.267512,2710
19,4,67350,25.03045,-100.55267,1886
19,5,65002,24.72941,-100.230363,1986
19,6,66606,25.800492,-100.585469,716
19,7,67944,25.793297,-99.181233,124
19,8,65150,25.665894,-98.770504,220
19,9,67485,25.807986,-100.322642,500
19,10,66550,25.262861,-99.669872,299
19,11,65940,25.257186,-99.685814,310
19,12,65555,25.262603,-99.655044,290
19,13,67066,25.276549,-99.644321,283
19,14,67902,25.232563,-99.734181,347
19,15,66960,25.167748,-99.317691,222
19,17,67872,25.266656,-99.736093,334
19,18,66003,25.346785,-99.628528,281
19,19,66277,26.226969,-99.484081,150
19,20,67002,23.91949,-99.686414,2152
19,21,66073,25.677325,-100.259897,480
19,22,67415,25.858294,-99.514593,172
19,23,65850,25.871862,-99.450544,160
19,24,67978,25.952632,-99.509558,191
19,25,65780,25.95777,-99.496086,187
19,26,67174,24.884642,-99.673228,401
19,27,66860,24.424375,-99.783111,1641
19,28,65700,25.666007,-100.119648,380
19,29,67884,25.611061,-100.144336,458
19,30,67844,25.646225,-100.090881,374
19,31,67257,25.634892,-100.181208,475
19,32,65090,26.731659,-100.502451,414
19,33,67740,27.025312,-100.504324,323
19,34,66708,27.259913,-100.333227,205
19,35,65950,26.854391,-100.493522,373
19,36,67990,24.761109,-99.4624,339
19,37,65120,24.758783,-99.650349,460
19,38,67543,24.718869,-99.666907,489
19,39,64380,24.859653,-99.567869,350
19,41,66655,26.267977,-101.10924,823
19,42,66810,25.999809,-100.510206,575
19,43,67690,26.075963,-100.790066,909
19,44,65255,26.001256,-100.531844,592
19,45,65516,25.223904,-99.935988,454
19,46,66480,25.664697,-100.310892,530
19,47,65600,25.318584,-99.98606,389
19,48,66364,25.820469,-100.106561,377
19,49,67323,25.799465,-100.096312,360
19,50,65419,25.733321,-100.138683,390
19,51,65350,25.692019,-99.841087,269
19,51,65395,25.723522,-99.845444,271
20,1,68715,25.765555,-99.992111,300
20,2,68420,25.783258,-100.053678,338
20,3,70290,25.733793,-99.821996,273
20,4,69070,25.721791,-99.799051,264
20,5,70144,25.710275,-100.102772,372
20,6,69600,25.810901,-100.1148,369
20,7,71523,25.608626,-99.682711,241
20,8,70570,25.510774,-99.610048,213
20,9,68437,25.72065,-99.561435,186
20,10,70380,25.854395,-99.653023,220
20,11,69457,25.513718,-99.451222,181
20,12,70950,25.497478,-99.497079,194
20,14,70110,25.832169,-99.624805,200
20,15,71570,25.651543,-99.670988,217
20,16,69794,25.525908,-99.621234,215
20,17,71567,25.501866,-99.518333,197
20,18,69321,25.530231,-99.672719,229
20,18,69325,25.684831,-99.613798,213
20,19,68640,25.771232,-99.545373,180
20,20,71031,25.484038,-99.721782,242
20,21,68418,25.696392,-99.624031,210
20,23,71407,25.665393,-99.736993,241
20,24,68610,25.680172,-99.601504,206
20,25,70195,25.012837,-100.080464,905
20,26,71105,25.032856,-100.110415,892
20,27,68618,25.017403,-100.086333,902
20,28,71504,25.186998,-100.209194,1299
20,29,68530,25.235147,-100.22674,1387
20,30,70117,25.180136,-100.1876,1189
20,31,70280,25.235123,-100.193381,2164
20,32,69210,25.023849,-100.088021,854
20,33,68256,25.197412,-100.213374,1267
20,34,69154,25.018122,-100.073214,840
20,35,68770,25.038698,-99.988484,702
20,36,70725,25.016458,-100.02117,768
20,37,71040,25.155838,-100.161176,1126
20,39,69005,26.498369,-100.181147,301
20,41,68501,26.504609,-100.162252,297
20,42,68728,26.493175,-100.041186,250
20,43,70050,26.293533,-99.961733,344
20,44,68400,25.891347,-100.267834,450
20,45,68228,25.885799,-100.294401,466
20,46,69902,25.973327,-100.273674,426
20,48,71347,26.282749,-100.084024,378
20,50,69848,25.861809,-100.304789,481
20,52,70744,26.0902,-100.324138,491
20,53,70746,26.196652,-100.512236,605
20,55,69253,26.076306,-100.225006,455
20,56,71631,25.896011,-100.251844,441
20,57,70300,25.9046,-100.277892,451
20,58,68583,26.120581,-100.161571,515
20,59,70805,25.912743,-100.242969,432
20,62,68701,26.126408,-100.219408,482
20,63,68240,26.128442,-100.219557,484
20,64,70533,26.136348,-100.227688,494
20,66,70135,25.968253,-100.300906,449
20,67,68044,25.755253,-100.289586,508
20,68,71515,25.454265,-100.089342,380
20,69,71565,25.329376,-100.229347,1743
20,70,71750,25.37991,-100.239537,1332
20,71,70965,25.4271,-100.153011,480
20,72,71550,25.352474,-100.127363,626
20,72,71553,25.448806,-100.095531,403
20,73,71007,27.240647,-100.132436,196
20,74,70590,26.887511,-99.81938,133
20,75,70170,27.291166,-100.040343,183
20,76,71081,27.140976,-100.020173,180
20,77,68238,27.289683,-100.247143,214
20,79,70612,27.703119,-99.759555,136
20,80,71580,27.722318,-99.799144,151
20,81,69449,27.327313,-99.968166,196
20,82,71766,27.08357,-100.020455,164
20,83,71260,27.13435,-100.086864,185
20,84,68247,27.599381,-99.912989,209
20,85,70921,27.634496,-100.312172,232
20,86,69860,27.331055,-100.263729,227
20,87,68290,27.158913,-100.010406,183
20,88,71174,27.405071,-100.351556,234
20,90,71777,27.221785,-100.087292,198
20,91,68288,27.136087,-100.007434,181
20,92,71224,27.420336,-100.151333,202
20,93,69550,27.441883,-99.815121,199
20,94,69954,27.35196,-100.331711,230
20,96,69665,27.31589,-100.283887,225
20,97,68844,26.907865,-99.867489,142
20,98,68633,27.432205,-99.802803,195
20,99,69160,27.217073,-100.164826,204
20,102,68244,27.351494,-100.391954,221
20,104,71345,27.075009,-100.026303,163
20,104,71345,27.302221,-100.203451,214
20,105,69546,27.325273,-100.187476,220
20,106,69526,26.895626,-99.859057,140
20,107,71254,27.131952,-100.020701,180
20,108,71307,26.892167,-99.816811,135
20,109,68565,27.442392,-100.401186,239
20,110,69873,27.629428,-100.258144,253
20,113,70930,27.260911,-100.118731,213
20,114,68865,27.148874,-99.991098,170
20,115,71294,27.243359,-100.117039,204
20,116,68577,27.566368,-100.199223,223
20,119,69850,27.416059,-100.328379,159
20,121,69569,27.195781,-100.061318,186
20,123,71210,27.317199,-100.351933,219
20,124,70786,26.888369,-99.851373,131
20,125,70503,27.35422,-100.368539,230
20,126,70837,27.090097,-100.024036,165
20,131,70496,27.191112,-100.164215,190
20,133,71124,27.147093,-100.115069,189
20,134,68462,27.234431,-100.247736,206
20,136,68492,27.027809,-100.033632,161
20,137,71372,26.90863,-99.881233,144
20,140,69685,27.727413,-99.797834,151
20,143,70178,27.354999,-100.360729,230
20,148,70889,27.121063,-100.034107,172
20,150,68213,27.435486,-100.402635,239
20,153,71973,26.878876,-99.821782,128
20,156,68800,27.143909,-100.020135,178
20,157,68285,27.238249,-100.153505,192
20,158,71277,27.31083,-100.296594,224
20,159,70843,26.891178,-99.869243,141
20,160,69057,27.115454,-100.018473,173
20,161,68208,27.29906,-100.247065,219
20,162,71545,27.138114,-100.009456,183
20,166,68456,27.734322,-99.850631,180
20,167,70833,27.45529,-100.39173,240
20,169,68407,27.342015,-100.265523,228
20,169,68407,27.317413,-100.35991,218
20,171,68574,26.894224,-99.721448,129
20,172,69830,26.413362,-99.843431,230
20,174,71270,26.484299,-99.728157,181
20,176,69302,26.487792,-99.885062,214
20,177,68600,26.487241,-99.772008,190
20,178,68236,26.422636,-99.907497,234
20,180,71620,26.516672,-99.883836,210
20,182,68650,26.485876,-99.860412,209
20,182,68650,26.499008,-99.991364,240
20,183,69190,26.430133,-99.887208,225
20,184,68448,26.659673,-99.989579,272
20,185,71612,26.40224,-100.392008,486
20,187,68558,26.498225,-100.424561,418
20,188,71720,26.396229,-100.394048,489
20,189,68990,26.482989,-100.465238,473
20,190,70212,26.404893,-100.432346,548
20,196,68748,26.491224,-100.46237,458
20,197,70464,26.394063,-100.437729,579
20,198,70344,26.482888,-100.425753,420
20,201,68828,26.509277,-100.409177,417
20,202,71947,25.781294,-100.189228,430
20,203,71575,25.840634,-100.141633,392
20,204,70546,25.701188,-100.124874,404
20,205,68955,25.796264,-100.214856,435
20,206,68588,25.834194,-100.188814,420
20,207,70247,25.711686,-100.132931,399
20,208,69776,25.822792,-100.221117,423
20,210,69807,24.083778,-99.874716,1272
20,211,70897,24.284358,-99.896302,2000
20,212,68987,24.293491,-99.734603,1190
20,213,71870,24.39175,-99.842944,1902
20,214,68706,24.161645,-99.760142,945
20,215,69675,24.018574,-99.787389,1261
20,216,68847,24.093998,-99.845762,1180
20,217,69955,24.239788,-99.719776,1224
20,217,69957,24.175701,-99.911808,1893
20,219,70453,24.102842,-99.828768,1113
20,220,68660,24.15631,-99.781999,990
20,221,69562,24.102507,-99.836283,1134
20,222,68812,24.235089,-99.664752,1049
20,223,68817,24.13611,-99.714443,892
20,224,69670,24.397559,-99.807813,1628
20,225,71760,24.26116,-99.75064,1353
20,226,70478,24.259883,-99.855382,1990
20,227,68264,24.323147,-99.914588,1954
20,229,71457,24.107695,-99.926621,1522
20,230,69430,24.112178,-99.81441,1062
20,231,70296,24.248887,-99.877393,1980
20,232,68479,24.099921,-100.058804,1602
20,233,70467,24.201351,-100.138809,1602
20,234,68564,24.242537,-99.695174,1041
20,235,70810,24.359774,-100.009652,1926
20,236,70894,24.427003,-99.718298,1055
20,237,69270,24.157788,-99.746034,925
20,238,71560,24.278963,-99.79947,1441
20,239,69816,24.31378,-100.032303,1829
20,240,69845,24.129581,-99.818523,1050
20,242,69780,24.358871,-99.794477,1514
20,244,68548,24.38872,-99.682255,885
20,245,69235,24.027802,-99.927325,1683
20,247,68760,24.220154,-99.882993,2011
20,248,70780,24.146106,-100.062936,1602
20,249,68575,24.029296,-99.79048,1250
20,250,69690,24.433414,-99.948988,2289
20,250,69693,24.352716,-99.673866,848
20,251,69180,24.090515,-99.859469,1213
20,252,69875,24.270454,-99.830468,1741
20,253,70973,24.352816,-99.954318,1980
20,254,70860,24.236568,-99.915188,2124
20,255,69995,24.266083,-99.858347,1984
20,256,69355,24.442084,-99.942232,2262
20,257,68850,24.100799,-99.832713,1126
20,258,69840,24.240797,-99.744929,1256
20,259,69171,24.240641,-99.871533,1992
20,260,68737,24.198733,-100.074939,1578
20,261,69243,24.213804,-99.86704,1957
20,262,68785,26.641831,-100.518384,473
20,263,70875,26.541705,-100.48578,446
20,265,70155,26.534664,-100.502706,460
20,266,70994,26.538234,-100.480307,442
20,267,68754,26.631053,-100.52312,481
20,268,71588,26.618645,-100.469866,494
20,269,71140,26.528923,-100.463386,439
20,270,69610,26.592278,-100.487808,460
20,271,71218,26.554723,-100.480004,451
20,273,71327,26.541228,-100.482935,444
20,274,69990,26.545727,-100.474467,445
20,277,71416,25.591008,-100.001594,330
20,278,68430,25.462676,-100.012413,351
20,279,70880,25.525678,-100.046369,359
20,280,68821,25.546581,-99.931289,291
20,282,70795,25.497938,-100.047145,344
20,283,69369,25.508633,-99.912244,290
20,285,71670,25.348647,-99.815334,284
20,286,69735,25.410988,-100.043594,474
20,287,69370,25.407219,-99.987595,360
20,289,70806,25.489611,-99.988611,323
20,290,69145,25.530206,-99.962957,312
20,291,70855,25.538031,-99.979375,310
20,292,71334,25.517863,-99.766175,255
20,293,68259,25.424941,-99.876829,311
20,294,68220,25.409877,-99.954276,336
20,295,71265,25.36966,-99.953011,352
20,296,68720,25.467147,-99.762986,241
20,296,68722,25.570164,-100.097778,407
20,297,71154,25.415746,-100.00325,379
20,298,70436,25.435597,-99.966388,330
20,299,68895,25.518333,-99.780658,253
20,300,71070,25.387599,-99.984365,370
20,301,71540,25.370336,-99.861711,310
20,302,71715,25.407851,-99.963626,340
20,304,69640,25.500641,-100.105158,437
20,306,70966,25.411721,-99.988464,363
20,307,70775,25.462782,-99.972421,326
20,308,70777,25.597513,-99.948157,327
20,309,68450,25.550068,-99.941944,293
20,310,71247,25.487244,-99.763958,249
20,312,71747,25.544987,-100.009125,325
20,313,68675,25.539882,-99.984974,310
20,314,71923,25.58168,-99.781263,260
20,316,70580,25.493943,-100.050578,355
20,317,69810,25.494961,-99.928472,299
20,318,71995,25.606546,-100.073739,382
20,319,70839,31.984089,-116.320213,660
20,320,69885,31.703324,-116.68454,23
20,321,69519,31.740847,-116.593094,8
20,323,70293,30.860916,-114.743668,25
20,324,70900,32.081389,-116.575,360
20,325,70487,30.966761,-116.16905,50
20,326,68666,32.102092,-116.847871,80
20,327,70185,31.705703,-116.611495,11
20,329,69980,32.110749,-116.571608,355
20,330,68620,32.111523,-116.603945,344
20,331,69930,31.984773,-116.643849,272
20,332,69590,31.638809,-116.439019,241
20,333,70480,31.968124,-116.625472,327
20,334,71805,30.718299,-114.707597,10
20,335,68734,31.694082,-116.5473,95
20,336,68708,31.875102,-116.547558,214
20,337,70283,32.0834,-116.640571,329
20,338,68200,30.418799,-114.633223,3
20,339,69502,32.075565,-116.879475,3
20,340,69038,31.755786,-116.549938,29
20,341,69556,31.74521,-116.575059,6
20,342,71280,31.756321,-116.578065,8
20,343,70407,31.753722,-116.607518,5
20,344,70852,31.654508,-115.827791,1162
20,345,71640,31.617074,-116.451619,203
20,346,69574,31.705228,-116.640969,17
20,347,70877,31.968333,-115.941944,1660
20,348,69750,31.895704,-116.672646,42
20,349,70426,31.711625,-116.612128,10
20,350,71324,32.077619,-116.646642,329
20,353,70820,32.018988,-116.663405,299
20,354,68515,32.062914,-116.590903,345
20,358,71364,32.047352,-116.649522,301
20,359,68745,31.744253,-116.569515,17
20,360,71516,31.691304,-116.538699,99
20,361,70595,32.101183,-116.622551,333
20,362,70830,31.645094,-115.948089,1073
20,363,68777,31.401966,-116.326273,179
20,364,71901,31.273324,-116.371395,16
20,365,68780,31.948781,-116.73271,189
20,366,70910,31.070361,-116.210299,47
20,368,71534,31.291031,-116.214614,111
20,369,71352,32.025822,-116.744999,263
20,370,69834,31.542578,-116.624675,20
20,371,71125,32.059779,-116.597015,345
20,373,69045,31.702063,-116.637183,-6
20,375,71227,31.835433,-116.203811,710
20,376,69460,31.922113,-116.251534,706
20,377,71194,31.970321,-116.328045,662
20,378,71215,31.726591,-116.615354,3
20,379,69855,32.064778,-116.601364,333
20,380,70456,31.362493,-115.759862,760
20,381,69260,32.024687,-116.624542,343
20,383,69820,31.921013,-116.234583,717
20,385,71233,28.0425,-115.186944,0
20,386,71367,32.077651,-116.623272,312
20,387,71343,31.979722,-115.980278,1560
20,388,71338,31.730009,-116.543994,135
20,390,71244,31.896221,-116.698703,10
20,391,70840,31.045061,-116.201539,115
20,392,71160,31.887523,-116.121071,895
20,394,70270,31.693636,-116.56332,43
20,394,70270,31.895606,-116.492131,439
20,395,69621,31.336249,-116.255604,107
20,396,68553,31.707345,-116.544801,89
20,397,69800,31.808944,-116.595134,18
20,398,71359,32.044531,-116.647464,315
20,399,71220,31.627971,-116.46475,204
20,400,69080,32.080405,-116.648094,339
20,401,70934,31.73079,-116.605195,6
20,402,71655,32.104595,-116.635252,358
20,403,71292,31.764556,-116.57491,13
20,404,69630,32.022388,-116.645134,316
20,405,69545,31.628172,-116.429766,217
20,406,68514,31.745814,-116.600433,6
20,407,70363,32.096985,-116.579578,343
20,408,69827,31.04733,-116.196344,109
20,409,68297,31.1193,-116.136899,81
20,410,70565,31.790135,-116.56714,78
20,411,70417,31.374928,-115.757409,750
20,412,70738,28.095556,-115.192778,0
20,413,70987,31.722887,-116.713865,20
20,414,71799,31.933647,-116.53113,320
20,415,71094,31.723962,-116.556462,89
20,417,68465,30.684671,-114.696621,10
20,418,70715,32.103069,-116.533682,348
20,419,68750,31.881834,-116.555551,183
20,420,71430,32.005997,-116.677803,295
20,421,70755,31.906147,-116.588624,40
20,421,70756,31.253299,-116.106423,146
20,423,69582,31.725192,-116.601751,9
20,424,70870,31.625846,-116.4601,179
20,425,68655,31.329365,-116.252598,102
20,426,68267,31.934518,-116.132719,959
20,427,70371,31.714685,-116.668521,12
20,428,70586,31.626751,-116.478505,317
20,429,71460,31.957373,-116.30401,670
20,430,69880,31.980746,-116.292303,673
20,431,68590,31.538407,-116.364367,211
20,433,71953,32.103883,-116.557071,346
20,434,68544,32.033264,-116.641828,339
20,435,70286,31.924604,-116.125377,1002
